name,rating,review_count,price_range,category,address,hours,phone,website,services,price_per_person,url,lat,lng
ABODE Bistro. Bar,4.3,276,,Restaurant,"
150 Day St, Sydney NSW 2000, Australia",Hours,"
+61 2 9260 2945",https://abodebistro.com/?utm_source=organic+search&utm_medium=GBP&utm_campaign=gbp-website-click,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/ABODE+Bistro.+Bar/data=!4m7!3m6!1s0x6b12ae3bed2fc1df:0x7575752abdb21a0f!8m2!3d-33.873608!4d151.2035571!16s%2Fg%2F1tj6tzw4!19sChIJ38Ev7TuuEmsRDxqyvSp1dXU?authuser=0&hl=en&rclk=1,-33.873608,151.2035571
Butter Salt Pepper,4.8,133,,Restaurant,"
372 Kent St, Sydney NSW 2000, Australia",Hours,,,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Butter+Salt+Pepper/data=!4m7!3m6!1s0x6b12af55b8d54e93:0x3d109754464397af!8m2!3d-33.8706289!4d151.2050245!16s%2Fg%2F11frhckgn6!19sChIJk07VuFWvEmsRr5dDRlSXED0?authuser=0&hl=en&rclk=1,-33.8706289,151.2050245
Locali by Romeo's IGA,4.4,187,,Supermarket,"
388 George St, Sydney NSW 2000, Australia", | Open · Closes 7 PM |  | See more hours |  | ,"
+61 2 8251 8200",https://localibyromeos.com.au/,"·

Dine-in, ·

Delivery",,https://www.google.com/maps/place/Locali+by+Romeo%27s+IGA/data=!4m7!3m6!1s0x6b12afce6dc5cd5b:0xdcb0fdf368d10d7c!8m2!3d-33.8683127!4d151.2073728!16s%2Fg%2F11pbsj9wfy!19sChIJW83Fbc6vEmsRfA3RaPP9sNw?authuser=0&hl=en&rclk=1,-33.8683127,151.2073728
Gram Cafe & Pancakes The Galeries,4.1,944,,Pancake restaurant,"
Shop RG016, 500 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 8084 0866",https://www.gramaustralia.com.au/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Gram+Cafe+%26+Pancakes+The+Galeries/data=!4m7!3m6!1s0x6b12afc7559708fd:0x95fc369ed5fa186a!8m2!3d-33.8721608!4d151.2077315!16s%2Fg%2F11rd00qwst!19sChIJ_QiXVcevEmsRahj61Z42_JU?authuser=0&hl=en&rclk=1,-33.8721608,151.2077315
"Strangers' Restaurant, NSW Parliament Sydney CBD",4.5,59,,Modern Australian restaurant,"
6 Macquarie St, Sydney NSW 2000, Australia",Hours,"
+61 2 9230 2124",https://parliamentarycatering.com.au/experience/strangers-restaurant/,"·

Dine-in, ·

Takeout, ·

Delivery",A$80–100 per person,"https://www.google.com/maps/place/Strangers%27+Restaurant,+NSW+Parliament+Sydney+CBD/data=!4m7!3m6!1s0x6b12af84b0528aed:0x6eb9406e63fd7f60!8m2!3d-33.8674319!4d151.2127188!16s%2Fg%2F11gsn3d5ll!19sChIJ7YpSsISvEmsRYH_9Y25AuW4?authuser=0&hl=en&rclk=1",-33.8674319,151.2127188
Wholegreen Bakery & Cafe Sydney City,4.5,400,,Gluten-free restaurant,"
257 Clarence St, Sydney NSW 2000, Australia",Hours,"
+61 2 9286 3963",http://www.wholegreenbakery.com.au/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Wholegreen+Bakery+%26+Cafe+Sydney+City/data=!4m7!3m6!1s0x6b12af023c072071:0x7bb7c200c7dd569f!8m2!3d-33.8716284!4d151.2054569!16s%2Fg%2F11j358tvb1!19sChIJcSAHPAKvEmsRn1bdxwDCt3s?authuser=0&hl=en&rclk=1,-33.8716284,151.2054569
Georgie Boy's Coffee Co - Westfield Sydney Central Plaza,4.3,59,,Cafe,"
450 George St, Sydney NSW 2000, Australia",Hours,,https://georgieboys.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/Georgie+Boy%27s+Coffee+Co+-+Westfield+Sydney+Central+Plaza/data=!4m7!3m6!1s0x6b12af3334291ced:0xd1ab7279b3598fb9!8m2!3d-33.8702541!4d151.2076836!16s%2Fg%2F11p14cfr4k!19sChIJ7RwpNDOvEmsRuY9Zs3lyq9E?authuser=0&hl=en&rclk=1,-33.8702541,151.2076836
Cockle Bay Wharf Restaurant,4.0,1,,Restaurant,"
770 George St, Sydney NSW 2000, Australia",,"
+44 7760 858062",,"·

Dine-in",,https://www.google.com/maps/place/Cockle+Bay+Wharf+Restaurant/data=!4m7!3m6!1s0x6b12afaeec9061c1:0xd3b0f680ee490f19!8m2!3d-33.8807042!4d151.2052405!16s%2Fg%2F11t7b9yrz8!19sChIJwWGQ7K6vEmsRGQ9J7oD2sNM?authuser=0&hl=en&rclk=1,-33.8807042,151.2052405
Pepper Lunch,3.7,"1,405",,Restaurant,"
Shop 10/537 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9283 2017",https://www.pepperlunch.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Pepper+Lunch/data=!4m7!3m6!1s0x6b12ae3cf6980475:0x8d0c41c023eebe19!8m2!3d-33.8760295!4d151.2060494!16s%2Fg%2F1tdnfdkn!19sChIJdQSY9jyuEmsRGb7uI8BBDI0?authuser=0&hl=en&rclk=1,-33.8760295,151.2060494
Nazimi Japanese Restaurant & Cafe,4.2,457,,Japanese restaurant,"
141 York St, Sydney NSW 2000, Australia",Hours,"
+61 2 9283 2990",http://nazimi.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Nazimi+Japanese+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x6b12ae3e9120325b:0x99c630632a1c8011!8m2!3d-33.8723682!4d151.2061812!16s%2Fg%2F1tfnyr99!19sChIJWzIgkT6uEmsREYAcKmMwxpk?authuser=0&hl=en&rclk=1,-33.8723682,151.2061812
ivy Sydney,3.9,"4,121",Moderately priced,Bar,"
330 George St, Sydney NSW 2000, Australia",,"
+61 2 9240 3000",https://merivale.com/venues/ivy?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_ivyprecinct&utm_content=website,"·

Dine-in, ·

Takeout, ·

Delivery",,https://www.google.com/maps/place/ivy+Sydney/data=!4m7!3m6!1s0x6b12ae4059c0015b:0x9107c30771c45336!8m2!3d-33.866573!4d151.2075269!16s%2Fg%2F113j08jdw!19sChIJWwHAWUCuEmsRNlPEcQfDB5E?authuser=0&hl=en&rclk=1,-33.866573,151.2075269
World Square,4.3,"12,375",Moderately priced,Shopping mall,"
644 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 8275 6777",https://www.worldsquare.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,,,https://www.google.com/maps/place/World+Square/data=!4m7!3m6!1s0x6b12ae3cc9d8039b:0x1b0bd5dd57af495f!8m2!3d-33.8771211!4d151.2069237!16s%2Fm%2F0284j32!19sChIJmwPYyTyuEmsRX0mvV93VCxs?authuser=0&hl=en&rclk=1,-33.8771211,151.2069237
McDonald's The Strand Arcade,3.6,"3,051",,Restaurant,"
375-377 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9299 8203",https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20the%20strand%20arcade,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/McDonald%27s+The+Strand+Arcade/data=!4m7!3m6!1s0x6b12ae3c5a01f6d9:0x560ed27f2cd4317c!8m2!3d-33.8692563!4d151.2066748!16s%2Fg%2F11xjhqzsr!19sChIJ2fYBWjyuEmsRfDHULH_SDlY?authuser=0&hl=en&rclk=1,-33.8692563,151.2066748
Toastiesmith The Galeries,4.1,184,,Sandwich shop,"
Shop RG15 (Ground Level), The Galeries, 500 George St, Sydney NSW 2000, Australia",Hours,,https://toastiesmith.com.au/,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/Toastiesmith+The+Galeries/data=!4m7!3m6!1s0x6b12af00ba069e77:0x247bb221bfcef5f3!8m2!3d-33.8725518!4d151.2076174!16s%2Fg%2F11rq2d0m49!19sChIJd54GugCvEmsR8_XOvyGyeyQ?authuser=0&hl=en&rclk=1,-33.8725518,151.2076174
Nene Chicken (George Street),3.9,939,,Korean restaurant,"
Shop 8/505 George St, Sydney NSW 2000, Australia", | Open · Closes 1 AM |  | See more hours |  | ,"
+61 2 9286 3310",https://nenechicken.com.au/menu,"·

Dine-in, ·

Curbside pickup, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Nene+Chicken+%28George+Street%29/data=!4m7!3m6!1s0x6b12af93bdc3429d:0x398ff293cbcc1fc!8m2!3d-33.8751098!4d151.2064109!16s%2Fg%2F11t82sr1d7!19sChIJnULDvZOvEmsR_MG8PCn_mAM?authuser=0&hl=en&rclk=1,-33.8751098,151.2064109
Gami Chicken & Beer,4.7,"1,738",,Chicken restaurant,"
178 Clarence St, Sydney NSW 2000, Australia",Hours,"
+61 2 9262 3000",https://gamichicken.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-market-street&utm_term=gmb-market-street&utm_content=gmb-market-street,"·

Dine-in, ·

Curbside pickup, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Gami+Chicken+%26+Beer/data=!4m7!3m6!1s0x6b12afe2aefcfbfb:0x80449935e927269e!8m2!3d-33.8705046!4d151.2056954!16s%2Fg%2F11h_vy9zs2!19sChIJ-_v8ruKvEmsRniYn6TWZRIA?authuser=0&hl=en&rclk=1,-33.8705046,151.2056954
Cicchetti Wine Bar,3.5,307,,Wine bar,"
2nd/455 George St, Sydney NSW 2000, Australia",,"
+61 2 8084 5470",https://cicchettiwinebar.com.au/,"·

Dine-in, ·

Delivery",A$40–60 per person,https://www.google.com/maps/place/Cicchetti+Wine+Bar/data=!4m7!3m6!1s0x6b12ae3ef25fdccb:0x3581ac506f7cac36!8m2!3d-33.8716712!4d151.2067839!16s%2Fg%2F11b6j1jvll!19sChIJy9xf8j6uEmsRNqx8b1CsgTU?authuser=0&hl=en&rclk=1,-33.8716712,151.2067839
McDonald's Plaza Metro George St,3.6,"3,571",,Fast food restaurant,"
600 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9264 1661",https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=nsw&utm_term=mcdonalds%20plaza%20metro%20george%20st,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/McDonald%27s+Plaza+Metro+George+St/data=!4m7!3m6!1s0x6b12ae3c5a01f6d9:0xd74cb8be68c534da!8m2!3d-33.8753728!4d151.2067834!16s%2Fg%2F1hc37tybm!19sChIJ2fYBWjyuEmsR2jTFaL64TNc?authuser=0&hl=en&rclk=1,-33.8753728,151.2067834
Hakata Gensuke Regent Place - Ramen Professional,4.2,934,,Ramen restaurant,"
Regent Place Shopping Centre, 501 George St, Sydney NSW 2000, Australia", | Open · Closes 9 PM |  | See more hours |  | ,"
+61 426 875 988",http://www.gensuke.com.au/regentplace,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Hakata+Gensuke+Regent+Place+-+Ramen+Professional/data=!4m7!3m6!1s0x6b12af23cde668c5:0xa3921a8b1cdbfc7e!8m2!3d-33.8743526!4d151.2062472!16s%2Fg%2F11kqbyrpk6!19sChIJxWjmzSOvEmsRfvzbHIsakqM?authuser=0&hl=en&rclk=1,-33.8743526,151.2062472
Ichi-ban Boshi,3.9,"1,442",,Japanese restaurant,"
The Galeries, Level 2/500 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9262 7677",http://www.ichibanboshi.com.au/,"·

Dine-in, ·

Curbside pickup, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Ichi-ban+Boshi/data=!4m7!3m6!1s0x6b12ae3e5fda3c47:0x5c222b5f1e775090!8m2!3d-33.8724408!4d151.2071504!16s%2Fg%2F1td8z8fv!19sChIJRzzaXz6uEmsRkFB3Hl8rIlw?authuser=0&hl=en&rclk=1,-33.8724408,151.2071504
Grill'd Galeries,3.8,"1,065",,Restaurant,"
The Galeries, 500 George St, Sydney NSW 2000, Australia",Hours,"
+61 2 9264 9566",https://grilld.com.au/restaurants/new-south-wales/galeries?utm_source=google&utm_medium=local&utm_campaign=gbp,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$20–40 per person,https://www.google.com/maps/place/Grill%27d+Galeries/data=!4m7!3m6!1s0x6b12ae3e621e29e9:0x93f55350b4f32d85!8m2!3d-33.8722994!4d151.2073174!16s%2Fg%2F11bxc7z_k2!19sChIJ6SkeYj6uEmsRhS3ztFBT9ZM?authuser=0&hl=en&rclk=1,-33.8722994,151.2073174
Fabbrica Pasta Shop CBD,4.2,849,,Italian restaurant,"
161 King St, Sydney NSW 2000, Australia", | Open · Closes 10 PM |  | See more hours |  | ,"
+61 2 9064 8495",http://www.ciaofabbrica.com/,"·

Dine-in, ·

Takeout, ·

Delivery",A$40–60 per person,https://www.google.com/maps/place/Fabbrica+Pasta+Shop+CBD/data=!4m7!3m6!1s0x6b12aff025ee906b:0x386b3846500ab38b!8m2!3d-33.8692083!4d151.210066!16s%2Fg%2F11kzhxrc76!19sChIJa5DuJfCvEmsRi7MKUEY4azg?authuser=0&hl=en&rclk=1,-33.8692083,151.210066
North Indian Flavour - Street Food,3.6,361,,North Indian restaurant,"
537 George St, Sydney NSW 2000, Australia",Hours,"
+61 432 658 212",https://www.northindianflavour.com/,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/North+Indian+Flavour+-+Street+Food/data=!4m7!3m6!1s0x6b12af47c2954fc5:0x76d9b633035937a2!8m2!3d-33.8758154!4d151.2062202!16s%2Fg%2F11stsyvmw9!19sChIJxU-VwkevEmsRojdZAzO22XY?authuser=0&hl=en&rclk=1,-33.8758154,151.2062202
Dumpling Sis,4.1,79,,Chinese takeaway,"
Lower Ground, The Galeries, 500 George St, Sydney NSW 2000, Australia",,,,"·

Brunch",A$1–20 per person,https://www.google.com/maps/place/Dumpling+Sis/data=!4m7!3m6!1s0x6b12af78c54e2c81:0x621bd685ab14292f!8m2!3d-33.8723158!4d151.2075115!16s%2Fg%2F11sbmwf7n3!19sChIJgSxOxXivEmsRLykUq4XWG2I?authuser=0&hl=en&rclk=1,-33.8723158,151.2075115
Sushi Hotaru,4.0,"1,956",,Sushi restaurant,"
500 George St, Sydney NSW 2000, Australia", | Open · Closes 8:30 PM |  | See more hours |  | ,"
+61 2 9264 9917",https://www.sushihotaru.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$20–40 per person,https://www.google.com/maps/place/Sushi+Hotaru/data=!4m7!3m6!1s0x6b12ae3e67a83743:0x3c9e59fcf0a9f3ec!8m2!3d-33.872405!4d151.207551!16s%2Fg%2F1hc7nn4m8!19sChIJQzeoZz6uEmsR7POp8PxZnjw?authuser=0&hl=en&rclk=1,-33.872405,151.207551
Gözleme King Sydney,4.3,221,,Turkish restaurant,"
Central Plaza, 1 Westfield Sydney, 450 George St, Sydney NSW 2000, Australia",Hours,,http://gozlemeking.com.au/,"·

Dine-in, ·

Takeout, ·

Delivery",A$1–20 per person,https://www.google.com/maps/place/G%C3%B6zleme+King+Sydney/data=!4m7!3m6!1s0x6b12ae3fa97cd745:0x6aecf365bf497c08!8m2!3d-33.8705328!4d151.207577!16s%2Fg%2F11cn0339bf!19sChIJRdd8qT-uEmsRCHxJv2Xz7Go?authuser=0&hl=en&rclk=1,-33.8705328,151.207577
FISHBOWL - The Galeries,4.1,221,,Fast food restaurant,"
500 George St, Sydney NSW 2000, Australia",Hours,,,"·

Dine-in, ·

Takeout, ·

No-contact delivery",A$1–20 per person,https://www.google.com/maps/place/FISHBOWL+-+The+Galeries/data=!4m7!3m6!1s0x6b12ae3e60105551:0xc010f76f90a145e3!8m2!3d-33.8723996!4d151.2071178!16s%2Fg%2F11f1mv0m5g!19sChIJUVUQYD6uEmsR40WhkG_3EMA?authuser=0&hl=en&rclk=1,-33.8723996,151.2071178
